10,0.95,0.74,0.92,0.83,0.89,0.89,0.9,0.92,0.47,0.93,0.96,0.86,0.88,0.87,0.5,0.9,0.79,0.92,0.92,0.74,0.66,0.72,0.84,0.5,0.82,0.85,0.74,0.85,0.5,0.46,0.5,0.92,0.81,0.8,0.5,0.94,0.87,0.82,0.5,0.85,0.5,0.79,0.82,0.86,0.5,0.5,0.89,0.5,0.9,0.92,0.95,0.9,0.96,0.9,0.86,0.95,0.94,0.8,0.86,0.5,0.89,0.83,0.82,0.71,0.92,0.5,0.86,0.85,0.89,0.5,0.5,0.52,0.94,0.87,0.55,0.82,0.88,0.93,0.79,0.79,0.55,0.5,0.92,0.55,0.92,0.5,0.87,0.91,0.58,0.78,0.5,0.7,0.86,0.97,0.87,0.82,0.5,0.5,0.98,0.5,
11,0.86,0.78,0.46,0.85,0.86,0.8,0.85,0.81,0.71,0.85,0.58,0.86,0.8,0.87,0.91,0.87,0.74,0.78,0.85,0.7,0.64,0.8,0.91,0.91,0.7,0.91,0.93,0.79,0.8,0.6,0.85,0.94,0.96,0.9,0.91,0.95,0.93,0.5,0.83,0.78,0.82,0.78,0.86,0.5,0.52,0.78,0.67,0.81,0.87,0.55,0.85,0.77,0.93,0.78,0.72,0.76,0.93,0.91,0.64,0.84,0.55,0.61,0.93,0.8,0.5,0.9,0.83,0.5,0.52,0.8,0.68,0.75,0.86,0.87,0.84,0.89,0.8,0.85,0.75,0.8,0.77,0.77,0.83,0.48,0.53,0.77,0.62,0.79,0.84,0.72,0.86,0.72,0.81,0.64,0.72,0.78,0.74,0.9,0.82,0.86,
12,0.51,0.49,0.49,0.5,0.47,0.47,0.49,0.5,0.42,0.49,0.47,0.52,0.45,0.5,0.53,0.5,0.5,0.54,0.51,0.5,0.5,0.49,0.51,0.51,0.5,0.49,0.48,0.5,0.53,0.46,0.47,0.51,0.51,0.51,0.51,0.47,0.52,0.54,0.44,0.5,0.5,0.43,0.45,0.48,0.5,0.49,0.5,0.5,0.51,0.49,0.48,0.52,0.5,0.48,0.5,0.5,0.5,0.5,0.52,0.5,0.5,0.49,0.51,0.5,0.49,0.5,0.5,0.5,0.49,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.52,0.49,0.5,0.53,0.51,0.48,0.5,0.46,0.49,0.47,0.48,0.47,0.51,0.52,0.52,0.5,0.5,0.48,0.5,0.46,0.5,0.5,0.49,
13,0.63,0.5,0.5,0.86,0.51,0.8,0.67,0.5,0.71,0.94,0.55,0.85,0.72,0.5,0.57,0.5,0.71,0.5,0.76,0.76,0.76,0.54,0.51,0.5,0.61,0.51,0.89,0.81,0.75,0.5,0.78,0.79,0.61,0.67,0.87,0.47,0.49,0.49,0.5,0.63,0.92,0.56,0.81,0.91,0.77,0.67,0.78,0.48,0.52,0.74,0.69,0.79,0.5,0.52,0.55,0.88,0.54,0.65,0.78,0.63,0.64,0.93,0.85,0.82,0.62,0.75,0.5,0.52,0.64,0.88,0.52,0.59,0.52,0.97,0.57,0.63,0.67,0.8,0.77,0.64,0.62,0.63,0.7,0.5,0.71,0.5,0.5,0.67,0.5,0.78,0.51,0.67,0.62,0.5,0.5,0.48,0.85,0.5,0.5,0.83,
14,0.47,0.72,0.78,0.5,0.6,0.5,0.58,0.5,0.5,0.44,0.55,0.53,0.76,0.52,0.49,0.5,0.8,0.89,0.5,0.7,0.61,0.5,0.52,0.54,0.5,0.51,0.89,0.53,0.67,0.7,0.5,0.82,0.5,0.5,0.65,0.51,0.5,0.41,0.63,0.48,0.89,0.65,0.68,0.49,0.55,0.5,0.69,0.47,0.55,0.71,0.73,0.75,0.62,0.68,0.67,0.62,0.79,0.73,0.67,0.51,0.46,0.92,0.5,0.6,0.72,0.73,0.53,0.66,0.5,0.44,0.65,0.5,0.81,0.82,0.5,0.58,0.68,0.53,0.5,0.63,0.49,0.62,0.6,0.85,0.61,0.49,0.67,0.55,0.5,0.68,0.59,0.5,0.49,0.5,0.49,0.61,0.57,0.71,0.64,0.69,
15,0.9,0.88,0.96,0.87,0.5,0.69,0.96,0.5,0.97,0.93,0.93,0.87,0.92,0.92,0.91,0.5,0.74,0.89,0.96,0.85,0.51,0.91,0.94,0.74,0.98,0.92,0.93,0.5,0.82,0.87,0.5,0.5,0.95,0.92,0.5,0.88,0.5,0.78,0.97,0.5,0.96,0.92,0.67,0.85,0.95,0.72,0.97,0.92,0.74,0.87,0.92,0.51,0.57,0.84,0.95,0.91,0.94,0.99,0.92,0.78,0.87,0.96,0.5,0.94,0.97,0.92,0.92,0.93,0.66,0.95,0.5,0.88,0.95,0.52,0.92,0.89,0.94,0.96,0.94,0.77,0.5,0.94,0.5,0.54,0.96,0.82,0.88,0.99,0.91,0.88,0.91,0.87,0.97,0.96,0.5,0.89,0.89,0.87,0.95,0.87,
16,0.77,0.84,0.85,0.89,0.49,0.83,0.52,0.77,0.9,0.85,0.5,0.71,0.75,0.72,0.91,0.81,0.87,0.49,0.77,0.54,0.7,0.78,0.92,0.89,0.81,0.76,0.81,0.53,0.81,0.87,0.94,0.84,0.88,0.5,0.96,0.5,0.94,0.79,0.81,0.5,0.95,0.85,0.92,0.5,0.81,0.83,0.83,0.78,0.7,0.67,0.56,0.5,0.94,0.82,0.59,0.54,0.5,0.5,0.83,0.75,0.85,0.74,0.76,0.82,0.84,0.81,0.59,0.85,0.5,0.5,0.5,0.82,0.67,0.87,0.76,0.72,0.5,0.81,0.78,0.87,0.5,0.85,0.82,0.88,0.83,0.5,0.58,0.8,0.59,0.9,0.91,0.5,0.94,0.5,0.51,0.67,0.9,0.5,0.8,0.95,
17,0.79,0.5,0.49,0.5,0.81,0.51,0.81,0.95,0.43,0.48,0.9,0.51,0.48,0.84,0.87,0.5,0.89,0.87,0.76,0.71,0.5,0.5,0.81,0.67,0.76,0.84,0.75,0.8,0.94,0.5,0.88,0.45,0.78,0.69,0.55,0.78,0.53,0.81,0.74,0.88,0.66,0.71,0.8,0.83,0.87,0.8,0.8,0.85,0.52,0.5,0.71,0.9,0.84,0.68,0.44,0.79,0.82,0.76,0.48,0.83,0.78,0.81,0.47,0.89,0.5,0.83,0.73,0.86,0.5,0.9,0.81,0.81,0.78,0.9,0.85,0.81,0.81,0.49,0.79,0.75,0.82,0.78,0.46,0.71,0.86,0.67,0.72,0.86,0.87,0.5,0.82,0.92,0.69,0.86,0.73,0.89,0.49,0.77,0.85,0.83,
18,0.64,0.79,0.67,0.59,0.49,0.78,0.56,0.62,0.6,0.54,0.67,0.7,0.7,0.58,0.69,0.65,0.52,0.58,0.7,0.53,0.65,0.63,0.82,0.68,0.68,0.56,0.62,0.55,0.65,0.58,0.64,0.64,0.49,0.6,0.59,0.59,0.47,0.58,0.67,0.81,0.79,0.85,0.86,0.63,0.57,0.62,0.63,0.87,0.52,0.64,0.52,0.6,0.55,0.66,0.62,0.63,0.62,0.6,0.52,0.77,0.69,0.65,0.67,0.56,0.56,0.62,0.72,0.52,0.51,0.88,0.5,0.52,0.71,0.76,0.56,0.51,0.77,0.49,0.63,0.66,0.67,0.67,0.64,0.52,0.63,0.65,0.63,0.55,0.7,0.59,0.72,0.59,0.53,0.75,0.69,0.65,0.71,0.57,0.67,0.64,
19,0.5,0.5,0.5,0.58,0.5,0.49,0.54,0.51,0.5,0.49,0.51,0.49,0.5,0.5,0.5,0.45,0.56,0.55,0.58,0.5,0.48,0.5,0.5,0.52,0.5,0.49,0.5,0.48,0.5,0.46,0.5,0.5,0.49,0.49,0.49,0.5,0.5,0.57,0.5,0.48,0.5,0.5,0.54,0.5,0.56,0.55,0.49,0.5,0.49,0.51,0.49,0.5,0.54,0.49,0.53,0.51,0.5,0.5,0.5,0.5,0.51,0.48,0.5,0.5,0.53,0.5,0.51,0.49,0.51,0.5,0.48,0.5,0.5,0.51,0.54,0.45,0.5,0.46,0.53,0.53,0.57,0.5,0.5,0.5,0.5,0.37,0.52,0.48,0.5,0.5,0.52,0.5,0.5,0.49,0.5,0.46,0.5,0.53,0.5,0.5,
20,0.59,0.48,0.52,0.57,0.49,0.57,0.52,0.5,0.55,0.64,0.69,0.67,0.5,0.59,0.5,0.52,0.65,0.75,0.43,0.49,0.54,0.5,0.7,0.5,0.72,0.55,0.49,0.54,0.46,0.65,0.48,0.57,0.46,0.62,0.52,0.49,0.52,0.56,0.5,0.53,0.52,0.48,0.55,0.8,0.78,0.81,0.51,0.48,0.5,0.46,0.51,0.5,0.5,0.51,0.53,0.68,0.57,0.81,0.55,0.52,0.53,0.51,0.51,0.5,0.56,0.5,0.83,0.66,0.51,0.53,0.52,0.75,0.54,0.5,0.51,0.7,0.82,0.52,0.53,0.63,0.54,0.54,0.7,0.59,0.57,0.49,0.87,0.72,0.67,0.51,0.75,0.55,0.53,0.49,0.76,0.51,0.45,0.77,0.5,0.49,
21,0.75,0.5,0.7,0.94,0.66,0.81,0.83,0.92,0.85,0.5,0.5,0.69,0.6,0.79,0.86,0.85,0.7,0.79,0.83,0.82,0.78,0.74,0.5,0.5,0.94,0.89,0.78,0.49,0.74,0.54,0.83,0.8,0.83,0.51,0.88,0.78,0.63,0.63,0.71,0.79,0.69,0.74,0.5,0.76,0.73,0.87,0.72,0.82,0.84,0.86,0.56,0.74,0.8,0.86,0.41,0.48,0.76,0.94,0.71,0.88,0.81,0.76,0.76,0.55,0.74,0.92,0.78,0.5,0.73,0.91,0.83,0.71,0.48,0.9,0.92,0.47,0.5,0.89,0.49,0.61,0.93,0.84,0.87,0.7,0.87,0.85,0.75,0.73,0.83,0.81,0.46,0.81,0.74,0.79,0.68,0.85,0.91,0.78,0.75,0.78,
22,0.47,0.55,0.77,0.53,0.54,0.56,0.56,0.72,0.62,0.5,0.65,0.55,0.58,0.7,0.6,0.64,0.5,0.49,0.64,0.5,0.47,0.52,0.74,0.64,0.53,0.51,0.51,0.6,0.56,0.5,0.51,0.52,0.59,0.63,0.49,0.67,0.53,0.54,0.53,0.58,0.52,0.53,0.53,0.5,0.65,0.5,0.59,0.75,0.55,0.65,0.66,0.77,0.54,0.44,0.51,0.57,0.69,0.54,0.6,0.6,0.51,0.62,0.63,0.5,0.55,0.61,0.7,0.49,0.53,0.5,0.51,0.57,0.51,0.49,0.5,0.61,0.58,0.59,0.47,0.68,0.51,0.54,0.5,0.51,0.57,0.44,0.74,0.61,0.5,0.65,0.52,0.49,0.51,0.47,0.49,0.54,0.65,0.59,0.55,0.62,
23,0.5,0.5,0.54,0.49,0.5,0.5,0.5,0.54,0.57,0.5,0.5,0.44,0.47,0.49,0.47,0.5,0.63,0.48,0.5,0.5,0.55,0.48,0.53,0.49,0.5,0.52,0.54,0.5,0.5,0.49,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.47,0.49,0.53,0.5,0.59,0.42,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.47,0.48,0.53,0.5,0.5,0.5,0.62,0.55,0.59,0.46,0.5,0.5,0.45,0.52,0.48,0.53,0.49,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.59,0.47,0.49,0.49,0.5,0.5,0.5,0.47,0.5,0.5,0.49,0.5,0.48,0.54,0.5,0.56,0.5,0.48,0.5,0.49,0.55,0.5,0.5,0.45,0.5,
24,0.85,0.82,0.5,0.79,0.5,0.83,0.79,0.8,0.5,0.86,0.78,0.81,0.88,0.72,0.78,0.76,0.92,0.9,0.5,0.5,0.5,0.73,0.7,0.72,0.8,0.5,0.5,0.76,0.81,0.71,0.5,0.85,0.52,0.8,0.5,0.8,0.72,0.85,0.88,0.88,0.83,0.77,0.84,0.5,0.8,0.5,0.72,0.5,0.73,0.78,0.89,0.79,0.79,0.5,0.5,0.96,0.94,0.9,0.67,0.5,0.62,0.61,0.5,0.71,0.79,0.84,0.65,0.5,0.55,0.79,0.78,0.76,0.5,0.5,0.5,0.81,0.74,0.51,0.64,0.83,0.74,0.65,0.65,0.73,0.5,0.5,0.83,0.73,0.82,0.85,0.91,0.75,0.81,0.49,0.78,0.83,0.81,0.5,0.5,0.88,
25,0.73,0.69,0.49,0.61,0.58,0.67,0.71,0.55,0.59,0.5,0.62,0.51,0.59,0.54,0.63,0.57,0.61,0.7,0.66,0.67,0.54,0.7,0.71,0.64,0.71,0.52,0.54,0.65,0.57,0.6,0.6,0.61,0.64,0.67,0.63,0.51,0.69,0.67,0.51,0.72,0.75,0.71,0.71,0.58,0.67,0.62,0.67,0.72,0.55,0.76,0.59,0.73,0.69,0.61,0.67,0.68,0.7,0.61,0.63,0.79,0.78,0.65,0.61,0.79,0.56,0.69,0.71,0.69,0.64,0.72,0.71,0.63,0.65,0.5,0.61,0.67,0.66,0.74,0.52,0.8,0.7,0.77,0.65,0.61,0.76,0.42,0.65,0.54,0.74,0.66,0.57,0.78,0.55,0.64,0.66,0.6,0.71,0.63,0.5,0.59,
26,0.61,0.5,0.5,0.6,0.66,0.61,0.56,0.54,0.65,0.69,0.5,0.69,0.86,0.65,0.53,0.7,0.83,0.61,0.71,0.52,0.66,0.62,0.82,0.58,0.73,0.59,0.66,0.61,0.7,0.72,0.61,0.61,0.58,0.7,0.7,0.69,0.6,0.7,0.59,0.73,0.89,0.65,0.61,0.72,0.52,0.67,0.68,0.66,0.47,0.7,0.64,0.78,0.61,0.52,0.71,0.67,0.68,0.7,0.72,0.64,0.62,0.53,0.79,0.59,0.63,0.72,0.65,0.63,0.77,0.59,0.66,0.65,0.56,0.62,0.68,0.57,0.56,0.78,0.7,0.68,0.56,0.61,0.66,0.68,0.64,0.56,0.63,0.6,0.65,0.85,0.56,0.64,0.56,0.6,0.58,0.58,0.52,0.69,0.64,0.67,
27,0.67,0.77,0.87,0.5,0.76,0.79,0.5,0.78,0.82,0.75,0.53,0.78,0.46,0.69,0.5,0.5,0.67,0.73,0.8,0.78,0.5,0.65,0.54,0.5,0.5,0.71,0.81,0.81,0.51,0.55,0.56,0.49,0.67,0.83,0.68,0.85,0.73,0.51,0.72,0.74,0.5,0.55,0.5,0.69,0.77,0.72,0.77,0.75,0.77,0.82,0.76,0.5,0.5,0.72,0.8,0.77,0.68,0.73,0.77,0.5,0.66,0.53,0.6,0.47,0.78,0.72,0.69,0.62,0.69,0.78,0.76,0.59,0.5,0.65,0.5,0.5,0.62,0.5,0.41,0.78,0.85,0.78,0.77,0.5,0.53,0.73,0.5,0.52,0.5,0.52,0.71,0.68,0.71,0.64,0.5,0.78,0.5,0.79,0.81,0.85,
28,0.55,0.47,0.54,0.54,0.43,0.49,0.57,0.59,0.51,0.63,0.49,0.63,0.56,0.52,0.52,0.52,0.5,0.52,0.51,0.57,0.75,0.56,0.53,0.48,0.58,0.5,0.56,0.59,0.51,0.56,0.51,0.58,0.49,0.53,0.84,0.5,0.48,0.53,0.49,0.51,0.51,0.64,0.53,0.62,0.51,0.49,0.59,0.51,0.55,0.6,0.56,0.48,0.62,0.44,0.5,0.73,0.57,0.59,0.54,0.58,0.56,0.47,0.49,0.49,0.49,0.5,0.53,0.51,0.51,0.53,0.66,0.51,0.58,0.55,0.66,0.66,0.54,0.53,0.53,0.56,0.52,0.68,0.56,0.5,0.66,0.49,0.53,0.6,0.55,0.5,0.54,0.59,0.45,0.64,0.51,0.55,0.49,0.62,0.61,0.57,
29,0.87,0.86,0.75,0.78,0.79,0.81,0.85,0.81,0.67,0.69,0.82,0.5,0.76,0.8,0.72,0.88,0.76,0.72,0.5,0.76,0.88,0.81,0.79,0.59,0.79,0.65,0.76,0.79,0.7,0.54,0.73,0.85,0.79,0.69,0.75,0.78,0.64,0.69,0.86,0.79,0.67,0.82,0.65,0.48,0.79,0.79,0.56,0.61,0.64,0.62,0.59,0.72,0.52,0.78,0.63,0.79,0.82,0.7,0.74,0.74,0.66,0.54,0.7,0.77,0.83,0.51,0.9,0.83,0.73,0.69,0.55,0.63,0.7,0.85,0.78,0.53,0.68,0.72,0.5,0.8,0.67,0.8,0.71,0.82,0.5,0.68,0.7,0.77,0.8,0.75,0.5,0.54,0.87,0.74,0.71,0.72,0.85,0.74,0.79,0.59,
30,0.71,0.62,0.56,0.82,0.73,0.8,0.7,0.63,0.78,0.68,0.66,0.55,0.76,0.78,0.63,0.71,0.61,0.77,0.57,0.66,0.67,0.5,0.72,0.65,0.67,0.58,0.67,0.58,0.64,0.49,0.51,0.7,0.71,0.5,0.78,0.65,0.74,0.69,0.68,0.81,0.6,0.59,0.55,0.51,0.6,0.62,0.51,0.82,0.61,0.64,0.5,0.59,0.51,0.62,0.64,0.61,0.71,0.62,0.56,0.66,0.63,0.68,0.63,0.69,0.65,0.8,0.54,0.56,0.61,0.58,0.69,0.88,0.72,0.64,0.65,0.63,0.57,0.64,0.83,0.7,0.58,0.59,0.68,0.63,0.57,0.65,0.64,0.75,0.67,0.61,0.73,0.57,0.58,0.56,0.62,0.64,0.64,0.48,0.59,0.9,
31,0.66,0.7,0.89,0.5,0.47,0.5,0.5,0.5,0.82,0.5,0.51,0.81,0.78,0.92,0.85,0.78,0.82,0.91,0.86,0.81,0.41,0.5,0.74,0.8,0.89,0.82,0.5,0.88,0.86,0.87,0.87,0.58,0.92,0.74,0.4,0.88,0.74,0.8,0.86,0.86,0.81,0.85,0.82,0.82,0.63,0.93,0.89,0.86,0.5,0.81,0.87,0.83,0.88,0.6,0.77,0.74,0.89,0.75,0.55,0.8,0.83,0.51,0.77,0.74,0.9,0.68,0.91,0.78,0.66,0.72,0.5,0.72,0.74,0.8,0.91,0.85,0.74,0.92,0.92,0.77,0.9,0.86,0.78,0.82,0.67,0.76,0.51,0.5,0.5,0.75,0.82,0.72,0.66,0.85,0.8,0.85,0.72,0.73,0.73,0.66,
32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
33,0.65,0.54,0.69,0.77,0.57,0.51,0.55,0.61,0.5,0.69,0.81,0.49,0.71,0.5,0.69,0.55,0.65,0.61,0.69,0.7,0.6,0.58,0.61,0.73,0.54,0.73,0.62,0.7,0.6,0.72,0.54,0.59,0.63,0.77,0.82,0.73,0.78,0.93,0.49,0.76,0.64,0.72,0.84,0.69,0.58,0.63,0.89,0.81,0.65,0.58,0.58,0.59,0.6,0.65,0.81,0.72,0.78,0.85,0.57,0.75,0.57,0.9,0.53,0.63,0.6,0.81,0.8,0.82,0.82,0.57,0.5,0.72,0.72,0.71,0.58,0.76,0.79,0.66,0.55,0.66,0.81,0.82,0.58,0.6,0.67,0.71,0.59,0.58,0.8,0.73,0.54,0.65,0.71,0.64,0.59,0.72,0.6,0.63,0.63,0.85,
